candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,latest_matter_row_allowed,promotion_status,latest_promotion_status,latest_boundary_subtype,latest_override_source,vault_identity,known_identity_label,identity_assignment_role,known_label_used_as_construction_input,matter_gate_reason,complement_role,in_matter_table,periodic_layer_relation,numeric_duplicate_class
QP093A-0074,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,1,0,positive,1,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=1,0.1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.384548611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110,0.1730685763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888,1.211480034722222222222222222222222222222222222222222222222222222222222222222222222222222222222222221,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0074|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=1|d=0|q=positive:1,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0075,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,negative,2,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,2.50,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=2,-0.4166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,2.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2.957175925925925925925925925925925925925925925925925925925925925925925925925925925925925925925925927,0.3696469907407407407407407407407407407407407407407407407407407407407407407407407407407407407407407409,2.587528935185185185185185185185185185185185185185185185185185185185185185185185185185185185185185186,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0075|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=2|d=0|q=negative:2,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0076,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,positive,2,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,3.0,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=2,0.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,2.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.534722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,0.3168402777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,2.217881944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0076|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=2|d=0|q=positive:2,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0077,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,negative,3,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,3.75,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=3,-0.9375,4.6875,4.785156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,0.5981445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,4.187011718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0077|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=3|d=0|q=negative:3,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0078,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,positive,3,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,4.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=3,1.125,3.375,3.445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0.4306640624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3.014648437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0078|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=3|d=0|q=positive:3,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0079,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,negative,4,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,5.00,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=4,-1.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,6.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,6.851851851851851851851851851851851851851851851851851851851851851851851851851851851851851851851851853,0.8564814814814814814814814814814814814814814814814814814814814814814814814814814814814814814814814816,5.995370370370370370370370370370370370370370370370370370370370370370370370370370370370370370370370371,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0079|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=4|d=0|q=negative:4,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0080,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,positive,4,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,6.0,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=4,2.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112,0.513888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,3.597222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0080|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=4|d=0|q=positive:4,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0081,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,negative,6,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,7.50,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=6,-3.750,11.250,11.71875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.46484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10.25390625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0081|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=0|q=negative:6,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0082,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,positive,6,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,9.0,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=6,4.50,4.50,4.687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,0.5859375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,4.101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0082|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=0|q=positive:6,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0083,antimatter_conjugate_rows,"anti(plus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,negative,8,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,10.00,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=8,-6.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,16.66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,17.59259259259259259259259259259259259259259259259259259259259259259259259259259259259259259259259260,2.199074074074074074074074074074074074074074074074074074074074074074074074074074074074074074074074075,15.39351851851851851851851851851851851851851851851851851851851851851851851851851851851851851851851852,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0083|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=8|d=0|q=negative:8,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0084,antimatter_conjugate_rows,"anti(minus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,positive,8,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,12.0,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=8,8.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222224,0.527777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,3.694444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444446,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0084|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=8|d=0|q=positive:8,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0085,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,negative,9,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,11.25,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=9,-8.4375,19.6875,20.91796875,2.61474609375,18.30322265625,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0085|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=9|d=0|q=negative:9,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0086,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,positive,9,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,13.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=9,10.125,3.375,3.5859375,0.4482421875,3.1376953125,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0086|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=9|d=0|q=positive:9,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0087,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,negative,12,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,15.00,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=12,-15.00,30.00,32.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,4.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,28.43749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0087|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=12|d=0|q=negative:12,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0088,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,positive,12,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,18.0,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=12,18.0,0.0,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,no,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,REJECT_MATTER_PROMOTION_NULL_REVEAL,NULL_CONJUGATE_CLOSURE,QP093B_NULL_CONJUGATE_BOUNDARY,QP093A-0088|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=12|d=0|q=positive:12,,boundary_guard,no,REJECT_NOT_MATTER_ALLOWED,NULL_CONJUGATE_BOUNDARY,no,separate_element_family_layer,none
QP093A-0089,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,negative,1,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,15.00,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=1,-0.1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,15.10416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,15.20905671296296296296296296296296296296296296296296296296296296296296296296296296296296296296296296,1.90113208912037037037037037037037037037037037037037037037037037037037037037037037037037037037037037,13.30792462384259259259259259259259259259259259259259259259259259259259259259259259259259259259259259,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0089|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=1|d=1|q=negative:1,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0090,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,positive,1,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,18.0,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=1,0.1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,17.87500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,17.99913194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,2.249891493055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,15.74924045138888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0090|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=1|d=1|q=positive:1,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
