trial,seed,median_log10_ratio,abs_median_log10
170,1170,0.05246993509479924,0.05246993509479924
171,1171,0.08840923084068787,0.08840923084068787
172,1172,0.07698995923237623,0.07698995923237623
173,1173,0.017375174176705102,0.017375174176705102
174,1174,0.03814853030048718,0.03814853030048718
175,1175,-0.03279216554123839,0.03279216554123839
176,1176,0.10196604208631908,0.10196604208631908
177,1177,0.02453724514350699,0.02453724514350699
178,1178,0.011287628741656128,0.011287628741656128
179,1179,0.027155528525856867,0.027155528525856867
180,1180,0.007258063370836427,0.007258063370836427
181,1181,-0.03406609463690213,0.03406609463690213
182,1182,0.06795269396713524,0.06795269396713524
183,1183,-0.04074377445320649,0.04074377445320649
184,1184,-0.03461231518496816,0.03461231518496816
185,1185,-0.05837598216493208,0.05837598216493208
186,1186,-0.02967940762946922,0.02967940762946922
187,1187,0.03321598423527939,0.03321598423527939
188,1188,-0.030728127524156337,0.030728127524156337
189,1189,-0.023528978867738703,0.023528978867738703
190,1190,-0.0487241762519503,0.0487241762519503
191,1191,-0.07545007117472918,0.07545007117472918
192,1192,0.040914431500981965,0.040914431500981965
193,1193,-0.08471551756707546,0.08471551756707546
194,1194,-0.018942285152543006,0.018942285152543006
195,1195,0.020125493100868645,0.020125493100868645
196,1196,0.008395146829619537,0.008395146829619537
197,1197,-0.04377183128001614,0.04377183128001614
198,1198,0.026853266534257954,0.026853266534257954
199,1199,0.10213899392120068,0.10213899392120068
200,1200,-0.047425761909618454,0.047425761909618454
201,1201,-0.013296015752057345,0.013296015752057345
202,1202,-0.0053459093617271745,0.0053459093617271745
203,1203,0.008680665779847172,0.008680665779847172
204,1204,0.03620841220867655,0.03620841220867655
205,1205,0.003857531569008572,0.003857531569008572
206,1206,0.04229049982711351,0.04229049982711351
207,1207,-0.004444754413810192,0.004444754413810192
208,1208,0.023809475223863247,0.023809475223863247
209,1209,-0.008950871078656572,0.008950871078656572
210,1210,0.08652266820019722,0.08652266820019722
211,1211,-0.038129125329497374,0.038129125329497374
212,1212,0.020868789583215478,0.020868789583215478
213,1213,0.015256670454083358,0.015256670454083358
214,1214,-0.08693310775522041,0.08693310775522041
215,1215,-0.08810472190637493,0.08810472190637493
216,1216,0.02408530699856969,0.02408530699856969
217,1217,-0.03911828165920407,0.03911828165920407
218,1218,-0.0008497861148058547,0.0008497861148058547
219,1219,-0.0320632135126659,0.0320632135126659
220,1220,0.052932087520871716,0.052932087520871716
221,1221,0.05186238625124171,0.05186238625124171
222,1222,0.07735371880282871,0.07735371880282871
223,1223,0.0014820732431734083,0.0014820732431734083
224,1224,0.03848988141848847,0.03848988141848847
225,1225,0.024220353864961488,0.024220353864961488
226,1226,0.04373659303882364,0.04373659303882364
227,1227,0.013911671185153953,0.013911671185153953
228,1228,0.0029467268534267917,0.0029467268534267917
229,1229,-0.04329249761128846,0.04329249761128846
230,1230,0.03352096401949588,0.03352096401949588
231,1231,0.01977135223291728,0.01977135223291728
232,1232,0.06690846750781546,0.06690846750781546
233,1233,-0.034735561432705064,0.034735561432705064
234,1234,0.00704577285428159,0.00704577285428159
235,1235,-0.01488056065151777,0.01488056065151777
236,1236,0.08308313054575356,0.08308313054575356
237,1237,0.02769465573716196,0.02769465573716196
238,1238,0.013911671185153953,0.013911671185153953
239,1239,-0.027445523805575887,0.027445523805575887
240,1240,-0.022366214330591102,0.022366214330591102
241,1241,0.003857531569008572,0.003857531569008572
242,1242,-0.0589981629027864,0.0589981629027864
243,1243,-0.0035068974779379853,0.0035068974779379853
244,1244,0.020890056564318724,0.020890056564318724
245,1245,0.0015898029877864802,0.0015898029877864802
246,1246,0.08081793351275156,0.08081793351275156
247,1247,-0.04806434357727791,0.04806434357727791
248,1248,0.003176299954248605,0.003176299954248605
249,1249,-0.04276511678366259,0.04276511678366259
250,1250,0.003782701577565754,0.003782701577565754
251,1251,0.03456682632131523,0.03456682632131523
252,1252,-0.018314205234759028,0.018314205234759028
253,1253,0.007296243936316379,0.007296243936316379
254,1254,0.008970485823820961,0.008970485823820961
255,1255,-0.013103010781714811,0.013103010781714811
256,1256,-0.039223885484186295,0.039223885484186295
257,1257,-0.0024085765235157077,0.0024085765235157077
258,1258,0.04830781288789962,0.04830781288789962
259,1259,0.07120097980507716,0.07120097980507716
260,1260,-0.00031127541631408397,0.00031127541631408397
261,1261,0.019062210002295295,0.019062210002295295
262,1262,0.0029799650703981164,0.0029799650703981164
263,1263,0.048066797498723474,0.048066797498723474
264,1264,-0.03515424553610444,0.03515424553610444
265,1265,0.06930813497669008,0.06930813497669008
266,1266,0.016094220486534562,0.016094220486534562
267,1267,0.06844304309621914,0.06844304309621914
268,1268,-0.0013578963273928903,0.0013578963273928903
269,1269,-0.00421023499503634,0.00421023499503634
270,1270,0.004744298897976936,0.004744298897976936
271,1271,0.009503817891506516,0.009503817891506516
272,1272,0.023681743559787864,0.023681743559787864
273,1273,0.04743215973336413,0.04743215973336413
274,1274,0.0077546974244290245,0.0077546974244290245
275,1275,0.05710175612684313,0.05710175612684313
276,1276,0.024813512078502322,0.024813512078502322
277,1277,-0.0802921590730471,0.0802921590730471
278,1278,0.004416911854524937,0.004416911854524937
279,1279,-0.02261167981883133,0.02261167981883133
280,1280,-0.01679876203902452,0.01679876203902452
281,1281,0.06315013198398453,0.06315013198398453
282,1282,0.06465372706737198,0.06465372706737198
283,1283,-0.06623972778833048,0.06623972778833048
284,1284,0.08035146231413241,0.08035146231413241
285,1285,-0.033020801131598415,0.033020801131598415
286,1286,0.013027344937206363,0.013027344937206363
287,1287,0.0218696827338367,0.0218696827338367
288,1288,0.01109390261749984,0.01109390261749984
289,1289,0.010389728725951543,0.010389728725951543
290,1290,0.012800409073073844,0.012800409073073844
291,1291,0.01967948881711031,0.01967948881711031
292,1292,0.006885920982426973,0.006885920982426973
293,1293,-0.06659147009654304,0.06659147009654304
294,1294,0.06988445364495144,0.06988445364495144
295,1295,-0.06650025813579276,0.06650025813579276
296,1296,0.06252967049568618,0.06252967049568618
297,1297,-0.02145405339010773,0.02145405339010773
298,1298,0.06387911211399708,0.06387911211399708
299,1299,0.06968956935869242,0.06968956935869242
300,1300,0.07110345299227637,0.07110345299227637
301,1301,-0.04130106239916596,0.04130106239916596
302,1302,-0.04130106239916596,0.04130106239916596
303,1303,0.0029467268534267917,0.0029467268534267917
304,1304,-0.043608904310486196,0.043608904310486196
305,1305,0.09193718425484741,0.09193718425484741
306,1306,0.03142145918235034,0.03142145918235034
307,1307,-0.03184599674373727,0.03184599674373727
308,1308,-0.03796176111605473,0.03796176111605473
309,1309,0.018245979314673758,0.018245979314673758
310,1310,-0.059758254557426664,0.059758254557426664
311,1311,-0.019938117720844535,0.019938117720844535
312,1312,0.03714978119771286,0.03714978119771286
313,1313,0.04645785080282359,0.04645785080282359
314,1314,-0.03667463720754381,0.03667463720754381
315,1315,0.09193718425484741,0.09193718425484741
316,1316,-0.015281279856464646,0.015281279856464646
317,1317,-0.05751098690633604,0.05751098690633604
318,1318,-0.03747676364857426,0.03747676364857426
319,1319,-0.033020801131598415,0.033020801131598415
320,1320,-0.027190679225346442,0.027190679225346442
321,1321,0.050062399659934156,0.050062399659934156
322,1322,-0.039870790725634916,0.039870790725634916
323,1323,0.014684311609443038,0.014684311609443038
324,1324,-0.027320308450971557,0.027320308450971557
325,1325,0.023938990067885177,0.023938990067885177
326,1326,-0.09798699039957698,0.09798699039957698
327,1327,0.02544311413569624,0.02544311413569624
328,1328,-0.016779172361161707,0.016779172361161707
329,1329,0.03488761406339965,0.03488761406339965
330,1330,-0.010161927436456579,0.010161927436456579
331,1331,0.04447169780814309,0.04447169780814309
332,1332,-0.025693561594032775,0.025693561594032775
333,1333,0.036699268524172934,0.036699268524172934
334,1334,0.01309925919006517,0.01309925919006517
335,1335,0.021259287457077284,0.021259287457077284
336,1336,-0.050375540909173185,0.050375540909173185
337,1337,0.07477549703252895,0.07477549703252895
338,1338,0.056420289681984204,0.056420289681984204
339,1339,-0.040809616769276594,0.040809616769276594
340,1340,-0.01774093090513381,0.01774093090513381
341,1341,-0.019458068720692452,0.019458068720692452
342,1342,-0.01829190408412829,0.01829190408412829
343,1343,-0.029968596940722795,0.029968596940722795
344,1344,-0.03795981661266922,0.03795981661266922
345,1345,-0.038510875250073004,0.038510875250073004
346,1346,0.008696955814878646,0.008696955814878646
347,1347,0.034824161799634185,0.034824161799634185
348,1348,-0.03782623896111053,0.03782623896111053
349,1349,0.04254651182443876,0.04254651182443876
350,1350,-0.07672308340703766,0.07672308340703766
351,1351,-0.008062573639162943,0.008062573639162943
352,1352,-0.06812847919855446,0.06812847919855446
353,1353,0.024163415296520947,0.024163415296520947
354,1354,0.031708845124478885,0.031708845124478885
355,1355,0.07727386449183045,0.07727386449183045
356,1356,-0.02503113600878249,0.02503113600878249
357,1357,0.00046636701922952176,0.00046636701922952176
358,1358,-0.016889457467516633,0.016889457467516633
359,1359,0.08519953134693643,0.08519953134693643
360,1360,-0.025103717492318187,0.025103717492318187
361,1361,-0.05209519981396592,0.05209519981396592
362,1362,0.06947189307241908,0.06947189307241908
363,1363,-0.0379480355445273,0.0379480355445273
364,1364,-0.04623892045445065,0.04623892045445065
365,1365,0.016094220486534562,0.016094220486534562
366,1366,-0.04848420392665601,0.04848420392665601
367,1367,-0.00789487933354478,0.00789487933354478
368,1368,0.024877118061754307,0.024877118061754307
369,1369,-0.05212650752876455,0.05212650752876455
370,1370,-0.008300889761945313,0.008300889761945313
371,1371,0.07460730473553588,0.07460730473553588
372,1372,-0.026004070632951945,0.026004070632951945
373,1373,-0.0073056702683123925,0.0073056702683123925
374,1374,-0.017328511489393305,0.017328511489393305
375,1375,-0.030595487483692167,0.030595487483692167
376,1376,-0.0002151657272566674,0.0002151657272566674
377,1377,0.04074360968311328,0.04074360968311328
378,1378,0.019079536320523685,0.019079536320523685
379,1379,-0.034767526180726004,0.034767526180726004
380,1380,0.054269914262423384,0.054269914262423384
381,1381,-0.006211900599560557,0.006211900599560557
382,1382,-0.020054983770745945,0.020054983770745945
383,1383,0.010003050425339124,0.010003050425339124
384,1384,0.010413460237539137,0.010413460237539137
385,1385,-0.003957727895883692,0.003957727895883692
386,1386,0.030813785885113354,0.030813785885113354
387,1387,0.035088228726826244,0.035088228726826244
388,1388,-0.0046429415844188695,0.0046429415844188695
389,1389,0.009152447444759664,0.009152447444759664
390,1390,0.021463074344785935,0.021463074344785935
391,1391,-0.11133819909877422,0.11133819909877422
392,1392,-0.10078484399270161,0.10078484399270161
393,1393,0.0036402193041854616,0.0036402193041854616
394,1394,0.015144137782836582,0.015144137782836582
395,1395,0.03248892322424859,0.03248892322424859
396,1396,0.05949721003237847,0.05949721003237847
397,1397,-0.006211900599560557,0.006211900599560557
398,1398,0.009464406850336171,0.009464406850336171
399,1399,-0.04038547219410124,0.04038547219410124
400,1400,-0.01447160373791296,0.01447160373791296
401,1401,0.05267003405723171,0.05267003405723171
402,1402,-0.04152454474552865,0.04152454474552865
403,1403,-0.043830120348837015,0.043830120348837015
404,1404,0.014710145423105753,0.014710145423105753
405,1405,0.04853604963858843,0.04853604963858843
406,1406,0.022917549096291113,0.022917549096291113
407,1407,0.04282551722811189,0.04282551722811189
408,1408,0.02423294780573848,0.02423294780573848
409,1409,0.03158308291306527,0.03158308291306527
410,1410,0.02760509826836878,0.02760509826836878
411,1411,0.0682653461980395,0.0682653461980395
412,1412,-0.01488056065151777,0.01488056065151777
413,1413,-0.02870575821353364,0.02870575821353364
414,1414,0.017613780386062667,0.017613780386062667
415,1415,-0.08736058509304107,0.08736058509304107
416,1416,-0.04758872835177776,0.04758872835177776
417,1417,0.06605941430263423,0.06605941430263423
418,1418,0.10273896933769429,0.10273896933769429
419,1419,-0.07837153322183614,0.07837153322183614
420,1420,0.03422236831265893,0.03422236831265893
421,1421,-0.06828513683473256,0.06828513683473256
422,1422,-0.06362763070258846,0.06362763070258846
423,1423,0.046479378884113076,0.046479378884113076
424,1424,-0.09096594743666872,0.09096594743666872
425,1425,0.042118511338497235,0.042118511338497235
426,1426,-0.11130344022040682,0.11130344022040682
427,1427,0.07761173984137616,0.07761173984137616
428,1428,0.06870653455686224,0.06870653455686224
429,1429,-0.053534862548370914,0.053534862548370914
430,1430,0.009879119844116472,0.009879119844116472
431,1431,-0.004172797011750138,0.004172797011750138
432,1432,0.10706692865081259,0.10706692865081259
433,1433,-0.02541475517506967,0.02541475517506967
434,1434,0.0839850588534673,0.0839850588534673
435,1435,-0.061581356646308295,0.061581356646308295
436,1436,-0.0290040045088547,0.0290040045088547
437,1437,-0.018913610029525147,0.018913610029525147
438,1438,-0.012866725825466486,0.012866725825466486
439,1439,-0.03258089176200892,0.03258089176200892
440,1440,0.06702692793410096,0.06702692793410096
441,1441,-0.009090381246638015,0.009090381246638015
442,1442,-0.06666369899304421,0.06666369899304421
443,1443,0.05524154590813804,0.05524154590813804
444,1444,-0.011528676749030494,0.011528676749030494
445,1445,-0.04520513000776776,0.04520513000776776
446,1446,-0.030955055316965012,0.030955055316965012
447,1447,-0.016779172361161707,0.016779172361161707
448,1448,0.09039852196772359,0.09039852196772359
449,1449,0.07931941707494451,0.07931941707494451
450,1450,0.06793819109191032,0.06793819109191032
451,1451,-0.09126156023004511,0.09126156023004511
452,1452,0.021651908074964525,0.021651908074964525
453,1453,-0.021693168896036705,0.021693168896036705
454,1454,0.03650714053361841,0.03650714053361841
455,1455,0.019247591041031756,0.019247591041031756
456,1456,-0.0004071594131133528,0.0004071594131133528
457,1457,0.030665457264469755,0.030665457264469755
458,1458,-0.05622821567892326,0.05622821567892326
459,1459,0.025687026934362974,0.025687026934362974
460,1460,-0.026628488163024946,0.026628488163024946
461,1461,0.011437072036771417,0.011437072036771417
462,1462,-0.0451030323600696,0.0451030323600696
463,1463,0.05527263962550946,0.05527263962550946
464,1464,-0.07863761520055976,0.07863761520055976
465,1465,0.13450102186100651,0.13450102186100651
466,1466,-0.029736334175124862,0.029736334175124862
467,1467,0.022496149803541973,0.022496149803541973
468,1468,-0.021471023215441115,0.021471023215441115
469,1469,-0.04461798528725952,0.04461798528725952
470,1470,0.06684747863163366,0.06684747863163366
471,1471,0.06518594238003181,0.06518594238003181
472,1472,0.08527140290245246,0.08527140290245246
473,1473,-0.07586482372752462,0.07586482372752462
474,1474,0.07513711475384406,0.07513711475384406
475,1475,-0.022054568618533884,0.022054568618533884
476,1476,-0.009512451386517948,0.009512451386517948
477,1477,0.03367449928483205,0.03367449928483205
478,1478,-0.1050400089465268,0.1050400089465268
479,1479,0.03252645503249608,0.03252645503249608
480,1480,-0.01639729349219284,0.01639729349219284
481,1481,0.06092517647865067,0.06092517647865067
482,1482,0.05322884156455126,0.05322884156455126
483,1483,-0.0035270008998455793,0.0035270008998455793
484,1484,0.007240237090262989,0.007240237090262989
485,1485,-0.02775834258880911,0.02775834258880911
486,1486,-0.04236525858200474,0.04236525858200474
487,1487,-0.013103010781714811,0.013103010781714811
488,1488,0.010003050425339124,0.010003050425339124
489,1489,-0.0073056702683123925,0.0073056702683123925
490,1490,-0.04848420392665601,0.04848420392665601
491,1491,-0.06703419293861386,0.06703419293861386
492,1492,-0.05344577079462066,0.05344577079462066
493,1493,0.02351399711547731,0.02351399711547731
494,1494,0.024937276930929005,0.024937276930929005
495,1495,-0.05752380552725668,0.05752380552725668
496,1496,-0.011358402893688809,0.011358402893688809
497,1497,0.0009962548425505706,0.0009962548425505706
498,1498,0.024939881794347245,0.024939881794347245
499,1499,-0.009055053125459168,0.009055053125459168
500,1500,-0.04520513000776776,0.04520513000776776
501,1501,0.02352902279089209,0.02352902279089209
502,1502,-0.04111385206494781,0.04111385206494781
503,1503,-0.00649743820597097,0.00649743820597097
504,1504,-0.020054983770745945,0.020054983770745945
505,1505,0.037792528317270806,0.037792528317270806
506,1506,0.021539187845891285,0.021539187845891285
507,1507,0.031072195434414092,0.031072195434414092
508,1508,-0.05774983681888771,0.05774983681888771
509,1509,0.06073844170066901,0.06073844170066901
510,1510,0.0190503070092517,0.0190503070092517
511,1511,0.01872925105742637,0.01872925105742637
512,1512,-0.01127064007857189,0.01127064007857189
513,1513,-0.016704745348223846,0.016704745348223846
514,1514,0.024799731343135917,0.024799731343135917
515,1515,-0.07433579410195414,0.07433579410195414
516,1516,-0.00789487933354478,0.00789487933354478
517,1517,-0.0222979447420207,0.0222979447420207
518,1518,-0.0896000239784433,0.0896000239784433
519,1519,0.027617450373672484,0.027617450373672484
520,1520,0.057800297272825395,0.057800297272825395
521,1521,-0.0854585153064866,0.0854585153064866
522,1522,0.029209988198852777,0.029209988198852777
523,1523,-0.09354433237618681,0.09354433237618681
524,1524,-0.04957112882390975,0.04957112882390975
525,1525,-0.039497026839012433,0.039497026839012433
526,1526,-0.07535214578605022,0.07535214578605022
527,1527,0.012362011593786327,0.012362011593786327
528,1528,-0.02622561624218875,0.02622561624218875
529,1529,-0.028899344622068734,0.028899344622068734
530,1530,-0.053582555773519634,0.053582555773519634
531,1531,0.04047693205811652,0.04047693205811652
532,1532,0.01317459647835779,0.01317459647835779
533,1533,0.0014631268401071689,0.0014631268401071689
534,1534,0.07077129416207131,0.07077129416207131
535,1535,-0.042560210028187405,0.042560210028187405
536,1536,0.059580183890749684,0.059580183890749684
537,1537,-0.043830120348837015,0.043830120348837015
538,1538,0.05358531966111007,0.05358531966111007
539,1539,0.005857096523426466,0.005857096523426466
540,1540,-0.0933971757979585,0.0933971757979585
541,1541,0.018376520704077876,0.018376520704077876
542,1542,0.04245515738532269,0.04245515738532269
543,1543,-0.02251432228610885,0.02251432228610885
544,1544,0.0033965072130124688,0.0033965072130124688
545,1545,-0.027307898041029805,0.027307898041029805
546,1546,-0.014267710757551785,0.014267710757551785
547,1547,0.004569820277424736,0.004569820277424736
548,1548,-0.00408060155642685,0.00408060155642685
549,1549,0.05801325140117215,0.05801325140117215
550,1550,-0.036253096235889924,0.036253096235889924
551,1551,-0.016704745348223846,0.016704745348223846
552,1552,-0.018067354704901836,0.018067354704901836
553,1553,-0.03915106120073699,0.03915106120073699
554,1554,0.06282248933679498,0.06282248933679498
555,1555,-0.008300889761945313,0.008300889761945313
556,1556,-0.04575783590985092,0.04575783590985092
557,1557,-0.04702066907681559,0.04702066907681559
558,1558,0.057229661800640014,0.057229661800640014
559,1559,-0.0451030323600696,0.0451030323600696
560,1560,-0.007019399219238525,0.007019399219238525
561,1561,-0.04058668140039227,0.04058668140039227
562,1562,-0.055885250083281705,0.055885250083281705
563,1563,-0.009580045684805437,0.009580045684805437
564,1564,0.15962815920987763,0.15962815920987763
565,1565,-0.019458068720692452,0.019458068720692452
566,1566,-0.029107159568975947,0.029107159568975947
567,1567,-0.05311995596386073,0.05311995596386073
568,1568,0.0807456216004391,0.0807456216004391
569,1569,-0.005721492080713964,0.005721492080713964
570,1570,-0.0648887007250444,0.0648887007250444
571,1571,0.03206695048926794,0.03206695048926794
572,1572,-0.0035068974779379853,0.0035068974779379853
573,1573,-0.039497026839012433,0.039497026839012433
574,1574,0.024950145487424268,0.024950145487424268
575,1575,0.01976257765500534,0.01976257765500534
576,1576,-0.01447160373791296,0.01447160373791296
577,1577,0.0074121056641460814,0.0074121056641460814
578,1578,-0.01041887478834455,0.01041887478834455
579,1579,0.0032329056493756235,0.0032329056493756235
580,1580,0.04142159204929669,0.04142159204929669
581,1581,0.0375406339889932,0.0375406339889932
582,1582,-0.019938117720844535,0.019938117720844535
583,1583,-0.025581827699671218,0.025581827699671218
584,1584,0.07471664969555765,0.07471664969555765
585,1585,0.015203168239604376,0.015203168239604376
586,1586,0.04551966474646712,0.04551966474646712
587,1587,-0.06450398773562034,0.06450398773562034
588,1588,-0.011252694054036177,0.011252694054036177
589,1589,-0.025789911941014137,0.025789911941014137
